user_id,occurred_at,action,user_type
0,06-05-2014 09:30,sent_weekly_digest,1
0,13-05-2014 09:30,sent_weekly_digest,1
0,20-05-2014 09:30,sent_weekly_digest,1
0,27-05-2014 09:30,sent_weekly_digest,1
0,03-06-2014 09:30,sent_weekly_digest,1
0,03-06-2014 09:30,email_open,1
0,10-06-2014 09:30,sent_weekly_digest,1
0,10-06-2014 09:30,email_open,1
0,17-06-2014 09:30,sent_weekly_digest,1
0,17-06-2014 09:30,email_open,1
0,24-06-2014 09:30,sent_weekly_digest,1
0,01-07-2014 09:30,sent_weekly_digest,1
0,08-07-2014 09:30,sent_weekly_digest,1
0,15-07-2014 09:30,sent_weekly_digest,1
0,22-07-2014 09:30,sent_weekly_digest,1
0,29-07-2014 09:30,sent_weekly_digest,1
0,29-07-2014 09:30,email_open,1
0,05-08-2014 09:30,sent_weekly_digest,1
0,12-08-2014 09:30,sent_weekly_digest,1
0,19-08-2014 09:30,sent_weekly_digest,1
0,19-08-2014 09:30,email_open,1
0,26-08-2014 09:30,sent_weekly_digest,1
4,06-05-2014 09:30,sent_weekly_digest,3
4,13-05-2014 09:30,sent_weekly_digest,3
4,13-05-2014 09:30,email_open,3
4,13-05-2014 09:31,email_clickthrough,3
4,20-05-2014 09:30,sent_weekly_digest,3
4,20-05-2014 09:30,email_open,3
4,20-05-2014 09:31,email_clickthrough,3
4,27-05-2014 09:30,sent_weekly_digest,3
4,03-06-2014 09:30,sent_weekly_digest,3
4,10-06-2014 09:30,sent_weekly_digest,3
4,17-06-2014 09:30,sent_weekly_digest,3
4,24-06-2014 09:30,sent_weekly_digest,3
4,24-06-2014 09:30,email_open,3
4,24-06-2014 09:31,email_clickthrough,3
4,01-07-2014 09:30,sent_weekly_digest,3
4,01-07-2014 09:30,email_open,3
4,01-07-2014 09:30,email_clickthrough,3
4,08-07-2014 09:30,sent_weekly_digest,3
4,15-07-2014 09:30,sent_weekly_digest,3
4,22-07-2014 09:30,sent_weekly_digest,3
4,29-07-2014 09:30,sent_weekly_digest,3
4,05-08-2014 09:30,sent_weekly_digest,3
4,12-08-2014 09:30,sent_weekly_digest,3
4,12-08-2014 09:30,email_open,3
4,19-08-2014 09:30,sent_weekly_digest,3
4,26-08-2014 09:30,sent_weekly_digest,3
8,06-05-2014 09:30,sent_weekly_digest,3
8,13-05-2014 09:30,sent_weekly_digest,3
8,20-05-2014 09:30,sent_weekly_digest,3
8,27-05-2014 09:30,sent_weekly_digest,3
8,03-06-2014 09:30,sent_weekly_digest,3
8,03-06-2014 09:30,email_open,3
8,10-06-2014 09:30,sent_weekly_digest,3
8,17-06-2014 09:30,sent_weekly_digest,3
8,24-06-2014 09:30,sent_weekly_digest,3
8,01-07-2014 09:30,sent_weekly_digest,3
8,08-07-2014 09:30,sent_weekly_digest,3
8,08-07-2014 09:30,email_open,3
8,15-07-2014 09:30,sent_weekly_digest,3
8,22-07-2014 09:30,sent_weekly_digest,3
8,29-07-2014 09:30,sent_weekly_digest,3
8,29-07-2014 09:30,email_open,3
8,29-07-2014 09:30,email_clickthrough,3
8,05-08-2014 09:30,sent_weekly_digest,3
8,12-08-2014 09:30,sent_weekly_digest,3
8,19-08-2014 09:30,sent_weekly_digest,3
8,26-08-2014 09:30,sent_weekly_digest,3
11,06-05-2014 09:30,sent_weekly_digest,1
11,13-05-2014 09:30,sent_weekly_digest,1
11,20-05-2014 09:30,sent_weekly_digest,1
11,27-05-2014 09:30,sent_weekly_digest,1
11,03-06-2014 09:30,sent_weekly_digest,1
11,10-06-2014 09:30,sent_weekly_digest,1
11,10-06-2014 09:30,email_open,1
11,17-06-2014 09:30,sent_weekly_digest,1
11,17-06-2014 09:30,email_open,1
11,17-06-2014 09:30,email_clickthrough,1
11,24-06-2014 09:30,sent_weekly_digest,1
11,01-07-2014 09:30,sent_weekly_digest,1
11,08-07-2014 09:30,sent_weekly_digest,1
11,08-07-2014 09:30,email_open,1
11,15-07-2014 09:30,sent_weekly_digest,1
11,22-07-2014 09:30,sent_weekly_digest,1
11,29-07-2014 09:30,sent_weekly_digest,1
11,29-07-2014 09:30,email_open,1
11,29-07-2014 09:31,email_clickthrough,1
11,05-08-2014 09:30,sent_weekly_digest,1
11,12-08-2014 09:30,sent_weekly_digest,1
11,19-08-2014 09:30,sent_weekly_digest,1
11,26-08-2014 09:30,sent_weekly_digest,1
11,26-08-2014 09:30,email_open,1
17,07-05-2014 09:30,sent_weekly_digest,1
17,14-05-2014 09:30,sent_weekly_digest,1
17,21-05-2014 09:30,sent_weekly_digest,1
17,21-05-2014 09:30,email_open,1
17,28-05-2014 09:30,sent_weekly_digest,1
17,04-06-2014 09:30,sent_weekly_digest,1
17,11-06-2014 09:30,sent_weekly_digest,1
17,18-06-2014 09:30,sent_weekly_digest,1
17,25-06-2014 09:30,sent_weekly_digest,1
17,02-07-2014 09:30,sent_weekly_digest,1
17,09-07-2014 09:30,sent_weekly_digest,1
17,16-07-2014 09:30,sent_weekly_digest,1
17,23-07-2014 09:30,sent_weekly_digest,1
17,30-07-2014 09:30,sent_weekly_digest,1
17,30-07-2014 09:30,email_open,1
17,30-07-2014 09:31,email_clickthrough,1
17,06-08-2014 09:30,sent_weekly_digest,1
17,06-08-2014 09:30,email_open,1
17,13-08-2014 09:30,sent_weekly_digest,1
17,20-08-2014 09:30,sent_weekly_digest,1
17,20-08-2014 09:30,email_open,1
17,27-08-2014 09:30,sent_weekly_digest,1
19,07-05-2014 09:30,sent_weekly_digest,1
19,14-05-2014 09:30,sent_weekly_digest,1
19,21-05-2014 09:30,sent_weekly_digest,1
19,28-05-2014 09:30,sent_weekly_digest,1
19,04-06-2014 09:30,sent_weekly_digest,1
19,04-06-2014 09:30,email_open,1
19,04-06-2014 09:30,email_clickthrough,1
19,11-06-2014 09:30,sent_weekly_digest,1
19,18-06-2014 09:30,sent_weekly_digest,1
19,25-06-2014 09:30,sent_weekly_digest,1
19,02-07-2014 09:30,sent_weekly_digest,1
19,02-07-2014 09:30,email_open,1
19,09-07-2014 09:30,sent_weekly_digest,1
19,16-07-2014 09:30,sent_weekly_digest,1
19,23-07-2014 09:30,sent_weekly_digest,1
19,30-07-2014 09:30,sent_weekly_digest,1
19,06-08-2014 09:30,sent_weekly_digest,1
19,06-08-2014 09:30,email_open,1
19,13-08-2014 09:30,sent_weekly_digest,1
19,13-08-2014 09:30,email_open,1
19,20-08-2014 09:30,sent_weekly_digest,1
19,27-08-2014 09:30,sent_weekly_digest,1
19,27-08-2014 09:30,email_open,1
20,07-05-2014 09:30,sent_weekly_digest,2
20,14-05-2014 09:30,sent_weekly_digest,2
20,21-05-2014 09:30,sent_weekly_digest,2
20,28-05-2014 09:30,sent_weekly_digest,2
20,04-06-2014 09:30,sent_weekly_digest,2
20,11-06-2014 09:30,sent_weekly_digest,2
20,11-06-2014 09:30,email_open,2
20,18-06-2014 09:30,sent_weekly_digest,2
20,18-06-2014 09:30,email_open,2
20,18-06-2014 09:30,email_clickthrough,2
20,25-06-2014 09:30,sent_weekly_digest,2
20,25-06-2014 09:30,email_open,2
20,02-07-2014 09:30,sent_weekly_digest,2
20,09-07-2014 09:30,sent_weekly_digest,2
20,09-07-2014 09:30,email_open,2
20,09-07-2014 09:30,email_clickthrough,2
20,16-07-2014 09:30,sent_weekly_digest,2
20,23-07-2014 09:30,sent_weekly_digest,2
20,23-07-2014 09:30,email_open,2
20,30-07-2014 09:30,sent_weekly_digest,2
20,30-07-2014 09:30,email_open,2
20,06-08-2014 09:30,sent_weekly_digest,2
20,13-08-2014 09:30,sent_weekly_digest,2
20,20-08-2014 09:30,sent_weekly_digest,2
20,20-08-2014 09:30,email_open,2
20,20-08-2014 09:31,email_clickthrough,2
20,27-08-2014 09:30,sent_weekly_digest,2
20,27-08-2014 09:30,email_open,2
22,07-05-2014 09:30,sent_weekly_digest,1
22,07-05-2014 09:30,email_open,1
22,07-05-2014 09:30,email_clickthrough,1
22,14-05-2014 09:30,sent_weekly_digest,1
22,21-05-2014 09:30,sent_weekly_digest,1
22,21-05-2014 09:30,email_open,1
22,21-05-2014 09:30,email_clickthrough,1
22,28-05-2014 09:30,sent_weekly_digest,1
22,28-05-2014 09:30,email_open,1
22,04-06-2014 09:30,sent_weekly_digest,1
22,04-06-2014 09:30,email_open,1
22,11-06-2014 09:30,sent_weekly_digest,1
22,11-06-2014 09:30,email_open,1
22,11-06-2014 09:31,email_clickthrough,1
22,18-06-2014 09:30,sent_weekly_digest,1
22,25-06-2014 09:30,sent_weekly_digest,1
22,02-07-2014 09:30,sent_weekly_digest,1
22,09-07-2014 09:30,sent_weekly_digest,1
22,16-07-2014 09:30,sent_weekly_digest,1
22,23-07-2014 09:30,sent_weekly_digest,1
22,30-07-2014 09:30,sent_weekly_digest,1
22,06-08-2014 09:30,sent_weekly_digest,1
22,13-08-2014 09:30,sent_weekly_digest,1
22,13-08-2014 09:30,email_open,1
22,20-08-2014 09:30,sent_weekly_digest,1
22,27-08-2014 09:30,sent_weekly_digest,1
22,27-08-2014 09:30,email_open,1
30,01-05-2014 09:30,sent_weekly_digest,2
30,08-05-2014 09:30,sent_weekly_digest,2
30,15-05-2014 09:30,sent_weekly_digest,2
30,22-05-2014 09:30,sent_weekly_digest,2
30,22-05-2014 09:30,email_open,2
30,29-05-2014 09:30,sent_weekly_digest,2
30,29-05-2014 09:30,email_open,2
30,05-06-2014 09:30,sent_weekly_digest,2
30,12-06-2014 09:30,sent_weekly_digest,2
30,19-06-2014 09:30,sent_weekly_digest,2
30,19-06-2014 09:30,email_open,2
30,19-06-2014 09:30,email_clickthrough,2
30,26-06-2014 09:30,sent_weekly_digest,2
30,03-07-2014 09:30,sent_weekly_digest,2
30,10-07-2014 09:30,sent_weekly_digest,2
30,17-07-2014 09:30,sent_weekly_digest,2
30,17-07-2014 09:30,email_open,2
30,24-07-2014 09:30,sent_weekly_digest,2
30,31-07-2014 09:30,sent_weekly_digest,2
30,07-08-2014 09:30,sent_weekly_digest,2
30,14-08-2014 09:30,sent_weekly_digest,2
30,14-08-2014 09:30,email_open,2
30,21-08-2014 09:30,sent_weekly_digest,2
30,21-08-2014 09:30,email_open,2
30,28-08-2014 09:30,sent_weekly_digest,2
49,05-05-2014 09:30,sent_weekly_digest,2
49,05-05-2014 09:30,email_open,2
49,12-05-2014 09:30,sent_weekly_digest,2
49,19-05-2014 09:30,sent_weekly_digest,2
49,26-05-2014 09:30,sent_weekly_digest,2
49,02-06-2014 09:30,sent_weekly_digest,2
49,02-06-2014 09:30,email_open,2
49,02-06-2014 09:30,email_clickthrough,2
49,09-06-2014 09:30,sent_weekly_digest,2
49,16-06-2014 09:30,sent_weekly_digest,2
49,23-06-2014 09:30,sent_weekly_digest,2
49,30-06-2014 09:30,sent_weekly_digest,2
49,07-07-2014 09:30,sent_weekly_digest,2
49,14-07-2014 09:30,sent_weekly_digest,2
49,21-07-2014 09:30,sent_weekly_digest,2
49,21-07-2014 09:30,email_open,2
49,28-07-2014 09:30,sent_weekly_digest,2
49,28-07-2014 09:30,email_open,2
49,04-08-2014 09:30,sent_weekly_digest,2
49,04-08-2014 09:30,email_open,2
49,11-08-2014 09:30,sent_weekly_digest,2
49,18-08-2014 09:30,sent_weekly_digest,2
49,25-08-2014 09:30,sent_weekly_digest,2
59,05-05-2014 09:30,sent_weekly_digest,1
59,12-05-2014 09:30,sent_weekly_digest,1
59,19-05-2014 09:30,sent_weekly_digest,1
59,26-05-2014 09:30,sent_weekly_digest,1
59,26-05-2014 09:30,email_open,1
59,02-06-2014 09:30,sent_weekly_digest,1
59,02-06-2014 09:30,email_open,1
